UserPoNumber,JobPrice,PostDate,PostTime,QLNumber,PickStreet,PickCity,PickStation,PickState,PickZip,DropStreet,DropCity,DropState,DropZip,ShipmentTypeName,StatusTypeName,CarrierName,ShipperName,DriverName,ShipperCharges,QuickloadCharges,QLCommission,CarrierPayment,QuotePrice,ContainerNumber,ContainerSize,ContainerSizeUnit,ContainerWidth,ContainerHeight,ContainerLength,ContainerMaxPayLoad,ContainerType,ContainerQuantity,POD_Loaded,LoadType,MaterialType,PalletsQuantity,PalletHeight,PalletWidth,PalletLength,PalletUnitTypeId,TotalWeight,WeightUnitTypeId,PickDate,PickTime,ActualPickDate,ActualPickTime,DropDate,DropTime,ActualDropDate,ActualDropTime,PickContactName,PickContactPhone,DropContactName,DropContactPhone,Instructions
PO-1859,$1.00,07/07/2017,05:43 PM EST,XR3R23Q,3405 W Flagler St,Miami,Port of Miami,FL,33174,67 Creekside Ave.,Anaheim,CA,92806,Container,Cancelled,AlexCarrierBest,AlexShipper,Alexander Iuspa,$1.00,$63.00,$19.00,$1.00,$720.00,QFIY9238519,20,Ft,,,,,Open Top,,0,Container,,1,9.6,8,40,2, , ,08/07/2017,06:59 AM EST,,,08/07/2017,12:59 PM EST,,,Camron Mitchell,(903) 787-4022,Jude Mcintyre,(529) 877-5394,Christmas is coming.
PO-1860,$1.00,07/07/2017,05:50 PM EST,XR3R23Q,3406 W Flagler St,Miami,Port of Miami,FL,33174,39 Bow Ridge St.,South El Monte,CA,91733,Container,Cancelled,AlexCarrierBest,AlexShipper,Alexander Iuspa,$1.00,$37.00,$11.00,$1.00,$720.00,VVVU6802589,40,Ft,,,,,Tunnel,,0,Container,,1,0,0,0,2, , ,08/07/2017,06:59 AM EST,,,08/07/2017,12:59 PM EST,,,Savannah Hunt,(918) 388-4642,Eliza Guerrero,(987) 146-4100,She was too short to see over the fence.
PO-1759,$450.00,07/06/2017,04:22 PM EST,I5UABNH,2792 NW 24th St,Miami,Port of Miami,FL,33142,120 Atlantic Dr.,Fernandina Beach,FL,32034,Full,Cancelled,"Atlantic Good Service, Inc.",SUNGATE STONE LLC,Hakki Ozdamar,$450.00,$29.00,$11.00,$382.00,"$1,019.00",,,,,,,,,,0,Pallet,marble,18,60,48,40,1,"45,000",Lbs,12/06/2017,02:59 AM EST,,,12/06/2017,12:59 PM EST,,,Jordyn Acosta,(840) 352-8382,Cayden Mooney,(343) 235-7292,Make amends with someone you may have wronged
PO-1716,$300.00,07/02/2017,02:19 PM EST,G36HEV1,2792 NW 24th St,Miami,Port of Miami,FL,33142,716 Glen Creek Street,The Villages,FL,32162,Partial,Paid,AlexCarrierBest,Bos warehouse,Walter Saldana,$300.00,$71.00,$13.00,$300.00,$300.00,,,,,,,,,,1,Pallet,TILES/PAVERS,18,30,37,44,1,"43,902",Lbs,08/02/2017,03:29 AM EST,,,08/02/2017,07:59 AM EST,,,Lexi Ali,(257) 495-8138,Areli Higgins,(889) 133-6824,Offer to help your neighbours/friends with chores
PO-1717,$300.00,07/02/2017,02:21 PM EST,TJN92QJ,2792 NW 24th St,Miami,Port of Miami,FL,33142,242 E. Green Hill Street,Bonita Springs,FL,34135,Partial,Paid,BOS Cargo,Bos warehouse,Walter Saldana,$300.00,$58.00,$16.00,$300.00,$300.00,,,,,,,,,,1,Pallet,TILES/PAVERS,18,30,37,44,1,"44,056",Lbs,08/02/2017,03:59 AM EST,,,08/02/2017,07:59 AM EST,,,Juliet Norris,(438) 536-9516,Marquise Wolf,(306) 519-4531,Volunteer your time for a good cause
PO-1832,$1.00,06/07/2017,08:56 AM EST,RT95BMU,3337 FL-84,Davie,,FL,33324,3337 FL-84,Davie,FL,33324,Container,Cancelled,"Atlantic Good Service, Inc.",AlexShipper,Oscar Ortiz,$1.00,$74.00,$11.00,$1.00,$629.00,CRKT4389478,20,Ft,,,,,Side Open,,0,4,,1,0,0,0,2, , ,06/07/2017,02:59 AM EST,,,06/07/2017,06:59 AM EST,,,Clinton Robbins,(744) 869-8872,Draven Freeman,(933) 889-8942,She always speaks to him in a loud voice.
PO-1834,$1.00,06/07/2017,08:55 AM EST,RT95BMU,3337 FL-84,Davie,,FL,33324,3337 FL-84,Davie,FL,33324,Container,Cancelled,DMS Logistics Inc,AlexShipper,Walter Saldana,$1.00,$32.00,$19.00,$1.00,$629.00,VRWB9784659,40,Ft,,,,,Refrigerated ISO,,0,4,,1,0,0,0,2, , ,06/07/2017,02:59 AM EST,,,06/07/2017,06:59 AM EST,,,Jaida Clark,(379) 216-6194,Donte Olson,(457) 572-8411,We have a lot of rain in June.
PO-1835,$285.00,06/07/2017,09:08 AM EST,UOE1QPX,1850 Eller Dr,Fort Lauderdale,Port Everglades,FL,33316,1850 Eller Dr,Fort Lauderdale,FL,33316,Container,Paid,BOS Cargo,BARSAN Global Logistics,Alexander Iuspa,$285.00,$64.00,$13.00,$242.00,$645.00,QEPQ8630671,20,Ft,,,,,Thermal,,0,Container,,1,9.6,8,20,2, , ,06/07/2017,02:59 AM EST,,,06/07/2017,12:59 PM EST,,,Piper Blankenship,(309) 722-3505,Byron Gillespie,(964) 288-8567,I am never at home on Sundays.
PO-1837,$285.00,06/07/2017,09:06 AM EST,UOE1QPX,1850 Eller Dr,Fort Lauderdale,Port Everglades,FL,33316,1850 Eller Dr,Fort Lauderdale,FL,33316,Container,Paid,"H&M Container Transport, Inc.",BARSAN Global Logistics,Weymar Marenco,$285.00,$56.00,$19.00,$242.00,$645.00,LDJE5314151,40,Ft,,,,,Tank,,0,Container,,1,9.6,8,20,2, , ,06/07/2017,02:59 AM EST,,,06/07/2017,12:59 PM EST,,,Shea Atkinson,(227) 383-1183,Demarion Harding,(448) 930-0898,She only paints with bold colors; she does not like pastels.
PO-1831,$1.00,06/07/2017,08:56 AM EST,RT95BMU,131 NW 107th Ave,Miami,Port of Miami,FL,33172,131 NW 107th Ave,Miami,FL,33172,Container,Cancelled,Sam Isa Transport Express Corp,AlexShipper,Walter Saldana,$1.00,$68.00,$15.00,$1.00,$629.00,FCBY9758631,20,Ft,,,,,Car Carrier,,0,4,,1,9.6,8,20,2, , ,06/07/2017,02:59 AM EST,,,06/07/2017,06:59 AM EST,,,Marcelo Gay,(807) 782-6117,Lorenzo Mills,(541) 527-1286,Check back tomorrow; I will see if the book has arrived.
PO-1833,$1.00,06/07/2017,08:56 AM EST,RT95BMU,131 NW 107th Ave,Miami,Port of Miami,FL,33172,131 NW 107th Ave,Miami,FL,33172,Container,Cancelled,DMS Logistics Inc,AlexShipper,Joseph BOS,$1.00,$30.00,$12.00,$1.00,$629.00,CKAN326182,40,Ft,,,,,Half Height,,0,4,,1,9.6,8,20,2, , ,06/07/2017,02:59 AM EST,,,06/07/2017,06:59 AM EST,,,Maximus Reese,(704) 589-6224,Rhianna Hanson,(111) 585-7560,I love eating toasted cheese and tuna sandwiches.
PO-1836,$285.00,06/07/2017,09:08 AM EST,UOE1QPX,5501 NW 72nd Ave,Miami,Port of Miami,FL,33166,5501 NW 72nd Ave,Miami,FL,33166,Container,Paid,xyz trucking,BARSAN Global Logistics,Walter Saldana,$285.00,$50.00,$19.00,$242.00,$645.00,AHRS2872792,20,Ft,,,,,Dry,,0,Container,,1,0,0,0,2, , ,06/07/2017,02:59 AM EST,,,06/07/2017,12:59 PM EST,,,Natalee Craig,(252) 346-1365,Milo Greer,(133) 352-2554,Tom got a small piece of pie.
PO-1838,$285.00,06/07/2017,09:08 AM EST,UOE1QPX,5501 NW 72nd Ave,Miami,Port of Miami,FL,33166,5501 NW 72nd Ave,Miami,FL,33166,Container,Paid,DMS Logistics Inc,BARSAN Global Logistics,Walter Saldana,$285.00,$53.00,$18.00,$242.00,$645.00,JTGA5654510,40,Ft,,,,,Flat Rack,,0,Container,,1,0,0,0,2, , ,06/07/2017,02:59 AM EST,,,06/07/2017,12:59 PM EST,,,Violet Reed,(630) 608-2993,Paulina Whitaker,(893) 430-1227,Last Friday in three week’s time I saw a spotted striped blue worm shake hands with a legless lizard.
PO-1800,$725.00,05/07/2017,12:10 PM EST,AJ72PU7,124 S W Heard St,Arcadia,,FL,34266,124 S W Heard St,Arcadia,FL,34266,Container,Cancelled,AlexCarrierBest,Olympia Logistics & Services Inc.,Hiram Vazquez,$725.00,$72.00,$10.00,$616.00,"$25,013.00",EBQK4375987,20,Ft,,,,,Open Top,,0,Container,,1,0,0,0,2, , ,07/07/2017,02:29 AM EST,,,07/07/2017,03:59 AM EST,,,Caitlin Woods,(991) 241-9529,Andrea Mueller,(729) 426-9599,Hurry!
PO-1802,$725.00,05/07/2017,12:10 PM EST,AJ72PU7,124 S W Heard St,Arcadia,,FL,34266,124 S W Heard St,Arcadia,FL,34266,Container,Cancelled,AlexCarrierBest,Olympia Logistics & Services Inc.,Alexander Iuspa,$725.00,$66.00,$19.00,$616.00,"$25,013.00",OMJJ4614497,40,Ft,,,,,Tunnel,,0,Container,,1,0,0,0,2, , ,07/07/2017,02:29 AM EST,,,07/07/2017,04:29 AM EST,,,Demarcus Reilly,(137) 506-3649,Leon Escobar,(833) 223-0890,"He turned in the research paper on Friday; otherwise, he would have not passed the class."
PO-1804,$725.00,05/07/2017,12:10 PM EST,AJ72PU7,124 S W Heard St,Arcadia,,FL,34266,124 S W Heard St,Arcadia,FL,34266,Container,Cancelled,DMS Logistics Inc,Olympia Logistics & Services Inc.,Walter Saldana,$725.00,$43.00,$11.00,$616.00,"$25,013.00",HNXH888980,20,Ft,,,,,Side Open,,0,Container,,1,0,0,0,2, , ,07/07/2017,02:29 AM EST,,,07/07/2017,04:59 AM EST,,,Jaime Pittman,(833) 846-6712,Kristina Allison,(718) 675-1074,This is the last random sentence I will be writing and I am going to stop mid-sent
PO-1806,$725.00,05/07/2017,12:10 PM EST,AJ72PU7,124 S W Heard St,Arcadia,,FL,34266,124 S W Heard St,Arcadia,FL,34266,Container,Cancelled,AlexCarrierBest,Olympia Logistics & Services Inc.,Walter Saldana,$725.00,$57.00,$17.00,$616.00,"$25,013.00",UTSL8808526,40,Ft,,,,,Refrigerated ISO,,0,Container,,1,0,0,0,2, , ,07/07/2017,02:29 AM EST,,,07/07/2017,05:29 AM EST,,,Prince Reynolds,(447) 382-9135,Erika Prince,(908) 424-3825,A purple pig and a green donkey flew a kite in the middle of the night and ended up sunburnt.
PO-1808,$725.00,05/07/2017,12:10 PM EST,AJ72PU7,124 S W Heard St,Arcadia,,FL,34266,124 S W Heard St,Arcadia,FL,34266,Container,Cancelled,DMS Logistics Inc,Olympia Logistics & Services Inc.,Walter Saldana,$725.00,$37.00,$16.00,$616.00,"$25,013.00",FIWL8402133,20,Ft,,,,,Thermal,,0,Container,,1,0,0,0,2, , ,07/07/2017,02:29 AM EST,,,07/07/2017,05:59 AM EST,,,River Roth,(544) 677-0437,Hadley Wang,(859) 844-1523,I often see the time 11:11 or 12:34 on clocks.
PO-1810,$725.00,05/07/2017,12:10 PM EST,AJ72PU7,124 S W Heard St,Arcadia,,FL,34266,124 S W Heard St,Arcadia,FL,34266,Container,Cancelled,AlexCarrierBest,Olympia Logistics & Services Inc.,Alexander Iuspa,$725.00,$68.00,$20.00,$616.00,"$25,013.00",DALY6448562,40,Ft,,,,,Tank,,0,Container,,1,0,0,0,2, , ,07/07/2017,02:29 AM EST,,,07/07/2017,06:29 AM EST,,,Jimmy Mccormick,(657) 891-8874,Kelsey Schwartz,(919) 811-9805,"He didn’t want to go to the dentist, yet he went anyway."
PO-1812,$725.00,05/07/2017,12:10 PM EST,AJ72PU7,124 S W Heard St,Arcadia,,FL,34266,124 S W Heard St,Arcadia,FL,34266,Container,Cancelled,DMS Logistics Inc,Olympia Logistics & Services Inc.,Jose Hernandez,$725.00,$27.00,$10.00,$616.00,"$25,013.00",DPTJ6193661,20,Ft,,,,,Car Carrier,,0,Container,,1,0,0,0,2, , ,07/07/2017,02:29 AM EST,,,07/07/2017,07:59 AM EST,,,Cedric Durham,(785) 622-5538,Summer Barajas,(868) 921-8458,I checked to make sure that he was still alive.
PO-1814,$725.00,05/07/2017,12:10 PM EST,AJ72PU7,124 S W Heard St,Arcadia,,FL,34266,124 S W Heard St,Arcadia,FL,34266,Container,Cancelled,DMS Logistics Inc,Olympia Logistics & Services Inc.,Walter Saldana,$725.00,$59.00,$14.00,$616.00,"$25,013.00",ZXUD2785540,40,Ft,,,,,Half Height,,0,Container,,1,0,0,0,2, , ,07/07/2017,02:29 AM EST,,,07/07/2017,06:59 AM EST,,,Jamarion Lynn,(774) 777-9468,Myles Garrett,(557) 561-7179,"Wow, does that work?"
PO-1816,$725.00,05/07/2017,12:10 PM EST,AJ72PU7,124 S W Heard St,Arcadia,,FL,34266,124 S W Heard St,Arcadia,FL,34266,Container,Cancelled,BOS Cargo,Olympia Logistics & Services Inc.,Joe Wheller,$725.00,$44.00,$15.00,$616.00,"$25,013.00",DDDP772124,20,Ft,,,,,Dry,,0,Container,,1,0,0,0,2, , ,07/07/2017,02:29 AM EST,,,07/07/2017,06:59 AM EST,,,Erika Prince,(225) 193-8030,Isla Shepherd,(234) 748-4479,Abstraction is often one floor above you.
PO-1818,$725.00,05/07/2017,12:09 PM EST,AJ72PU7,124 S W Heard St,Arcadia,,FL,34266,124 S W Heard St,Arcadia,FL,34266,Container,Cancelled,DMS Logistics Inc,Olympia Logistics & Services Inc.,Joe Wheller,$725.00,$59.00,$19.00,$616.00,"$25,013.00",TFWD946124,40,Ft,,,,,Flat Rack,,0,Container,,1,0,0,0,2, , ,07/07/2017,02:29 AM EST,,,07/07/2017,06:59 AM EST,,,Alisa Maynard,(971) 657-8645,Hope Rubio,(741) 981-9204,"He turned in the research paper on Friday; otherwise, he would have not passed the class."
PO-1820,$725.00,05/07/2017,12:10 PM EST,AJ72PU7,124 S W Heard St,Arcadia,,FL,34266,124 S W Heard St,Arcadia,FL,34266,Container,Cancelled,DMS Logistics Inc,Olympia Logistics & Services Inc.,Walter Saldana,$725.00,$47.00,$18.00,$616.00,"$25,013.00",QLNP1333161,20,Ft,,,,,Open Top,,0,Container,,1,0,0,0,2, , ,10/07/2017,02:29 AM EST,,,10/07/2017,06:59 AM EST,,,Mireya Hall,(500) 523-0449,Kayla Boyle,(378) 243-2203,This is the last random sentence I will be writing and I am going to stop mid-sent
PO-1822,$725.00,05/07/2017,12:10 PM EST,AJ72PU7,124 S W Heard St,Arcadia,,FL,34266,124 S W Heard St,Arcadia,FL,34266,Container,Cancelled,Trust Transport LLC,Olympia Logistics & Services Inc.,Hiram Vazquez,$725.00,$33.00,$15.00,$616.00,"$25,013.00",CKRD7271471,20,Ft,,,,,Tunnel,,0,Container,,1,0,0,0,2, , ,10/07/2017,02:29 AM EST,,,10/07/2017,06:59 AM EST,,,Jamie Klein,(455) 623-9415,Branden Hinton,(928) 896-6691,A purple pig and a green donkey flew a kite in the middle of the night and ended up sunburnt.
PO-1824,$725.00,05/07/2017,12:10 PM EST,AJ72PU7,124 S W Heard St,Arcadia,,FL,34266,124 S W Heard St,Arcadia,FL,34266,Container,Cancelled,BOS Cargo,Olympia Logistics & Services Inc.,Joe Wheller,$725.00,$74.00,$10.00,$616.00,"$25,013.00",QRYI6920537,40,Ft,,,,,Side Open,,0,Container,,1,0,0,0,2, , ,10/07/2017,02:29 AM EST,,,10/07/2017,06:59 AM EST,,,Rhianna Hanson,(608) 388-3686,Landin Ramos,(743) 878-6484,I often see the time 11:11 or 12:34 on clocks.
PO-1826,$725.00,05/07/2017,12:10 PM EST,AJ72PU7,124 S W Heard St,Arcadia,,FL,34266,124 S W Heard St,Arcadia,FL,34266,Container,Cancelled,DMS Logistics Inc,Olympia Logistics & Services Inc.,Alexander Iuspa,$725.00,$70.00,$19.00,$616.00,"$25,013.00",GWPY8513782,20,Ft,,,,,Refrigerated ISO,,0,Container,,1,0,0,0,2, , ,10/07/2017,02:29 AM EST,,,10/07/2017,06:59 AM EST,,,Shyann Bird,(813) 455-9607,Weston Fuller,(749) 666-9149,"He didn’t want to go to the dentist, yet he went anyway."
PO-1828,$725.00,05/07/2017,12:10 PM EST,AJ72PU7,124 S W Heard St,Arcadia,,FL,34266,124 S W Heard St,Arcadia,FL,34266,Container,Cancelled,AlexCarrierBest,Olympia Logistics & Services Inc.,Jose Hernandez,$725.00,$32.00,$14.00,$616.00,"$25,013.00",YRTO1064143,40,Ft,,,,,Thermal,,0,Container,,1,0,0,0,2, , ,10/07/2017,02:29 AM EST,,,10/07/2017,06:59 AM EST,,,Jovani Brown,(566) 271-3235,Kaylah Mckay,(135) 308-9276,I checked to make sure that he was still alive.
PO-1830,$725.00,05/07/2017,12:11 PM EST,AJ72PU7,124 S W Heard St,Arcadia,,FL,34266,124 S W Heard St,Arcadia,FL,34266,Container,Cancelled,National Drayage Services LLC,Olympia Logistics & Services Inc.,Walter Saldana,$725.00,$36.00,$18.00,$616.00,"$25,013.00",JMWT5661102,20,Ft,,,,,Tank,,0,Container,,1,0,0,0,2, , ,10/07/2017,02:29 AM EST,,,10/07/2017,06:59 AM EST,,,Danna Campbell,(546) 640-2270,Azaria Robertson,(749) 134-7548,"Wow, does that work?"
PO-1799,$725.00,05/07/2017,12:10 PM EST,AJ72PU7,1800 SE 18th St,Fort Lauderdale,Port Everglades,FL,33316,1800 SE 18th St,Fort Lauderdale,FL,33316,Container,Cancelled,AlexCarrierBest,Olympia Logistics & Services Inc.,Hiram Vazquez,$725.00,$29.00,$14.00,$616.00,"$25,013.00",ISCY4014804,40,Ft,,,,,Car Carrier,,0,Container,,1,9.6,8,20,2, , ,07/07/2017,02:29 AM EST,,,07/07/2017,03:59 AM EST,,,Corey Mckee,(644) 547-2216,Yasmin Torres,(133) 318-6048,If the Easter Bunny and the Tooth Fairy had babies would they take your teeth and leave chocolate for you?
PO-1801,$725.00,05/07/2017,12:10 PM EST,AJ72PU7,1800 SE 18th St,Fort Lauderdale,Port Everglades,FL,33316,1800 SE 18th St,Fort Lauderdale,FL,33316,Container,Cancelled,DMS Logistics Inc,Olympia Logistics & Services Inc.,Weymar Marenco,$725.00,$48.00,$19.00,$616.00,"$25,013.00",BCSU1651043,20,Ft,,,,,Half Height,,0,Container,,1,9.6,8,20,2, , ,07/07/2017,02:29 AM EST,,,07/07/2017,04:29 AM EST,,,Lina Fitzpatrick,(544) 246-0152,Thaddeus Travis,(197) 252-6177,She folded her handkerchief neatly.
PO-1803,$725.00,05/07/2017,12:10 PM EST,AJ72PU7,1800 SE 18th St,Fort Lauderdale,Port Everglades,FL,33316,1800 SE 18th St,Fort Lauderdale,FL,33316,Container,Cancelled,Vanyoska Transport Inc.,Olympia Logistics & Services Inc.,Weymar Marenco,$725.00,$68.00,$17.00,$616.00,"$25,013.00",CDTE1434244,40,Ft,,,,,Dry,,0,Container,,1,9.6,8,20,2, , ,07/07/2017,02:29 AM EST,,,07/07/2017,04:59 AM EST,,,Kierra Gould,(152) 179-1879,Rylie Soto,(452) 499-0130,A song can make or ruin a person’s day if they let it get to them.
PO-1805,$725.00,05/07/2017,12:10 PM EST,AJ72PU7,1800 SE 18th St,Fort Lauderdale,Port Everglades,FL,33316,1800 SE 18th St,Fort Lauderdale,FL,33316,Container,Cancelled,Troy Transport LLC,Olympia Logistics & Services Inc.,John Martinez,$725.00,$33.00,$11.00,$616.00,"$25,013.00",NGRY7607805,20,Ft,,,,,Flat Rack,,0,Container,,1,9.6,8,20,2, , ,07/07/2017,02:29 AM EST,,,07/07/2017,05:29 AM EST,,,Aron Arias,(777) 596-1394,Ellen Navarro,(855) 880-8492,Two seats were vacant.
PO-1807,$725.00,05/07/2017,12:10 PM EST,AJ72PU7,1800 SE 18th St,Fort Lauderdale,Port Everglades,FL,33316,1800 SE 18th St,Fort Lauderdale,FL,33316,Container,Cancelled,Papo's Hauling Inc,Olympia Logistics & Services Inc.,Joe Wheller,$725.00,$50.00,$13.00,$616.00,"$25,013.00",YYOQ4609188,40,Ft,,,,,Open Top,,0,Container,,1,9.6,8,20,2, , ,07/07/2017,02:29 AM EST,,,07/07/2017,05:59 AM EST,,,Brendan Beard,(453) 935-7772,Lia Chung,(735) 919-8935,Please wait outside of the house.
PO-1809,$725.00,05/07/2017,12:09 PM EST,AJ72PU7,1800 SE 18th St,Fort Lauderdale,Port Everglades,FL,33316,1800 SE 18th St,Fort Lauderdale,FL,33316,Container,Cancelled,xyz trucking,Olympia Logistics & Services Inc.,Walter Saldana,$725.00,$54.00,$18.00,$616.00,"$25,013.00",CFRW6960109,20,Ft,,,,,Tunnel,,0,Container,,1,9.6,8,20,2, , ,07/07/2017,02:29 AM EST,,,07/07/2017,06:29 AM EST,,,Aditya Hammond,(992) 249-1868,Frida Davies,(700) 392-2306,Mary plays the piano.
PO-1811,$725.00,05/07/2017,12:10 PM EST,AJ72PU7,1800 SE 18th St,Fort Lauderdale,Port Everglades,FL,33316,1800 SE 18th St,Fort Lauderdale,FL,33316,Container,Cancelled,Trust Transport LLC,Olympia Logistics & Services Inc.,Alexander Iuspa,$725.00,$28.00,$15.00,$616.00,"$25,013.00",WOZT8679688,40,Ft,,,,,Side Open,,0,Container,,1,9.6,8,20,2, , ,07/07/2017,02:29 AM EST,,,07/07/2017,07:59 AM EST,,,Issac Galvan,(712) 856-2611,Julianne Garrison,(188) 572-8118,Is it free?
PO-1813,$725.00,05/07/2017,12:10 PM EST,AJ72PU7,1800 SE 18th St,Fort Lauderdale,Port Everglades,FL,33316,1800 SE 18th St,Fort Lauderdale,FL,33316,Container,Cancelled,BOS Cargo,Olympia Logistics & Services Inc.,Yusmany Felipe,$725.00,$71.00,$16.00,$616.00,"$25,013.00",CSTA8399837,20,Ft,,,,,Refrigerated ISO,,0,Container,,1,9.6,8,20,2, , ,07/07/2017,02:29 AM EST,,,07/07/2017,06:59 AM EST,,,Anabel Dominguez,(552) 406-3404,Trent Franco,(589) 371-5820,The old apple revels in its authority.
PO-1815,$725.00,05/07/2017,12:10 PM EST,AJ72PU7,1800 SE 18th St,Fort Lauderdale,Port Everglades,FL,33316,1800 SE 18th St,Fort Lauderdale,FL,33316,Container,Cancelled,AlexCarrierBest,Olympia Logistics & Services Inc.,HM HM,$725.00,$27.00,$15.00,$616.00,"$25,013.00",QDME8341131,40,Ft,,,,,Thermal,,0,Container,,1,9.6,8,20,2, , ,07/07/2017,02:29 AM EST,,,07/07/2017,06:59 AM EST,,,Yadiel Silva,(625) 941-4147,Dalton Mullins,(835) 650-9498,"Wednesday is hump day, but has anyone asked the camel if he’s happy about it?"
PO-1817,$725.00,05/07/2017,12:10 PM EST,AJ72PU7,1800 SE 18th St,Fort Lauderdale,Port Everglades,FL,33316,1800 SE 18th St,Fort Lauderdale,FL,33316,Container,Cancelled,Vito Transport Inc.,Olympia Logistics & Services Inc.,Walter Saldana,$725.00,$44.00,$19.00,$616.00,"$25,013.00",MQYQ9567146,20,Ft,,,,,Tank,,0,Container,,1,9.6,8,20,2, , ,07/07/2017,02:29 AM EST,,,07/07/2017,06:59 AM EST,,,Teresa Leach,(601) 534-5366,Jax Lawson,(358) 767-6244,She folded her handkerchief neatly.
PO-1819,$725.00,05/07/2017,12:10 PM EST,AJ72PU7,1800 SE 18th St,Fort Lauderdale,Port Everglades,FL,33316,1800 SE 18th St,Fort Lauderdale,FL,33316,Container,Cancelled,AlexCarrierBest,Olympia Logistics & Services Inc.,Alexander Iuspa,$725.00,$32.00,$17.00,$616.00,"$25,013.00",YMFZ4035805,40,Ft,,,,,Car Carrier,,0,Container,,1,9.6,8,20,2, , ,10/07/2017,02:29 AM EST,,,10/07/2017,06:59 AM EST,,,Dean Walls,(616) 695-3361,Lorelei Small,(379) 963-6273,A song can make or ruin a person’s day if they let it get to them.
PO-1821,$725.00,05/07/2017,12:10 PM EST,AJ72PU7,1800 SE 18th St,Fort Lauderdale,Port Everglades,FL,33316,1800 SE 18th St,Fort Lauderdale,FL,33316,Container,Cancelled,AlexCarrierBest,Olympia Logistics & Services Inc.,Joe Wheller,$725.00,$42.00,$18.00,$616.00,"$25,013.00",ELZD2000365,20,Ft,,,,,Half Height,,0,Container,,1,9.6,8,20,2, , ,10/07/2017,02:29 AM EST,,,10/07/2017,06:59 AM EST,,,Caitlyn Marsh,(647) 544-9449,Genesis Park,(555) 204-0792,Two seats were vacant.
PO-1823,$725.00,05/07/2017,12:10 PM EST,AJ72PU7,1800 SE 18th St,Fort Lauderdale,Port Everglades,FL,33316,1800 SE 18th St,Fort Lauderdale,FL,33316,Container,Cancelled,AlexCarrierBest,Olympia Logistics & Services Inc.,Weymar Marenco,$725.00,$60.00,$13.00,$616.00,"$25,013.00",SARL2413367,40,Ft,,,,,Dry,,0,Container,,1,9.6,8,20,2, , ,10/07/2017,02:29 AM EST,,,10/07/2017,06:59 AM EST,,,Melissa Dougherty,(679) 107-6285,Winston Wall,(475) 985-1402,Please wait outside of the house.
PO-1825,$725.00,05/07/2017,12:10 PM EST,AJ72PU7,1800 SE 18th St,Fort Lauderdale,Port Everglades,FL,33316,1800 SE 18th St,Fort Lauderdale,FL,33316,Container,Cancelled,RAMBLAS FREIGHT CARGO INC,Olympia Logistics & Services Inc.,Luis Enrique Molina,$725.00,$59.00,$14.00,$616.00,"$25,013.00",QMGK3596144,20,Ft,,,,,Flat Rack,,0,Container,,1,9.6,8,20,2, , ,10/07/2017,02:29 AM EST,,,10/07/2017,06:59 AM EST,,,Vance Rosales,(322) 780-3984,Gabriel Donaldson,(561) 874-6617,Mary plays the piano.
PO-1827,$725.00,05/07/2017,12:10 PM EST,AJ72PU7,1800 SE 18th St,Fort Lauderdale,Port Everglades,FL,33316,1800 SE 18th St,Fort Lauderdale,FL,33316,Container,Cancelled,DMS Logistics Inc,Olympia Logistics & Services Inc.,Aly Mahmoud,$725.00,$28.00,$20.00,$616.00,"$25,013.00",SSSG4110584,40,Ft,,,,,Open Top,,0,Container,,1,9.6,8,20,2, , ,10/07/2017,02:29 AM EST,,,10/07/2017,06:59 AM EST,,,Roderick Hawkins,(134) 699-0679,Haylee Schaefer,(142) 290-8604,Is it free?
PO-1829,$725.00,05/07/2017,12:10 PM EST,AJ72PU7,1800 SE 18th St,Fort Lauderdale,Port Everglades,FL,33316,1800 SE 18th St,Fort Lauderdale,FL,33316,Container,Cancelled,AlexCarrierBest,Olympia Logistics & Services Inc.,Walter Saldana,$725.00,$52.00,$14.00,$616.00,"$25,013.00",ISBO5158999,20,Ft,,,,,Tunnel,,0,Container,,1,9.6,8,20,2, , ,10/07/2017,02:29 AM EST,,,10/07/2017,06:59 AM EST,,,Yuliana Santiago,(381) 254-0544,Nancy Morrison,(452) 694-3807,The old apple revels in its authority.
PO-1881,$568.00,03/10/2017,11:04 AM EST,JSE91MC,2792 NW 24th St,Miami,Port of Miami,FL,33142,8600 W. Spring Court,Ashburn,VA,20147,Partial,In Progress,AlexCarrierBest,BOS Global LLC,Alexander Iuspa,$568.00,$30.00,$16.00,$483.00,$568.00,,,,,,,,,,0,Pallet,Flooring,1,60,48,40,1,400,Lbs,03/10/2017,02:59 AM EST,,,03/10/2017,12:59 PM EST,,,Rylie Soto,(175) 577-3178,Marcelo Paiva,(233) 187-5520,Good servicing requires a lot of effort; tip them!
PO-1868,"$2,826.70",02/08/2017,10:55 AM EST,XV9NW88,2792 NW 24th St,Miami,Port of Miami,FL,33142,341 Valley Farms St.,Atwater,CA,95301,Full,Completed,Trust Transport LLC,BOS Global LLC,Walter Saldana,"$5,653.70",$34.00,$13.00,"$4,860.70","$2,826.70",,,,,,,,,,0,Pallet,Energy Drinks,24,,,,1,"39,000",Lbs,03/08/2017,03:59 AM EST,,,03/08/2017,06:59 AM EST,,,Alena Leon,(502) 690-5262,Meadow Carr,(589) 454-5228,Save your family some time and buy their groceries
